지점,지점명,일시,평균기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),평균 전운량(1/10)
192,진주,2015-03-06,4,,3.7,1,59.8,10.7,2.79,18.85,,1.5
192,진주,2015-03-07,5.4,,3.2,.8,64.3,10.5,2.79,17.26,,
192,진주,2015-03-08,6,,3.1,.9,62.4,10.3,2.76,18.54,,
192,진주,2015-03-09,6.7,,6.4,2.4,38.9,9.1,2.64,17.79,,2
192,진주,2015-03-10,-.8,,6.6,3.6,25.3,11,3.06,21.44,,0
192,진주,2015-03-11,3.2,,6.2,2.1,41.3,10.9,2.91,20.29,,.5
192,진주,2015-03-12,4.8,,4.4,1.9,34.4,11.1,2.98,20.76,,0
192,진주,2015-03-13,5,9.5,4.8,1.2,75.5,2.9,1.52,6.5,,8.8
192,진주,2015-03-14,5.8,,3.2,1,63.9,7.9,2.87,18.58,,
192,진주,2015-03-15,6.4,,2.8,.7,60.8,8.8,2.75,16.12,,
192,진주,2015-03-16,8.5,,3.7,.8,58,9.9,2.82,18.29,,1.8
192,진주,2015-03-17,11,,3.7,1,62.8,8.5,2.8,16.68,,6.5
192,진주,2015-03-18,9.1,66.5,3,1.1,96.4,0,.14,.91,,10
192,진주,2015-03-19,11.9,.5,3.6,1.5,77.8,6.3,2.89,15.57,,4.8
192,진주,2015-03-20,12.8,,3.2,1.1,70.1,5.9,2.67,14.6,,6
192,진주,2015-03-21,13.1,,3.1,.8,58.3,10,2.78,19.59,,
192,진주,2015-03-22,11.4,,5.6,2.4,31.4,9.8,3.02,20.68,,
192,진주,2015-03-23,7.7,,5.6,2.8,21.4,11.3,3.19,23.29,,0
192,진주,2015-03-24,6,,3.6,1.4,40,11.2,3.12,19.69,,0
192,진주,2015-03-25,6.3,,3.3,1,53.4,11.3,3.13,22.3,,0
192,진주,2015-03-26,7.7,,4.3,1,53.5,11.4,3.15,22.72,,0
192,진주,2015-03-27,8.4,,2.8,.9,54.1,8.7,3,19.09,,6
192,진주,2015-03-28,11.1,,4.3,1.2,55.8,7.8,3.07,17.9,,
192,진주,2015-03-29,12.6,,3.1,1,62.3,9.6,2.86,19.75,,
192,진주,2015-03-30,12.7,,4,1.3,75.8,10,2.8,19.87,,0
192,진주,2015-03-31,11.5,6.5,1.7,.4,98,.2,.22,1.74,,10
192,진주,2015-04-01,12.1,2.5,3.4,1.2,98,0,.66,2.89,,10
192,진주,2015-04-02,11.2,9.5,3.8,1,91.4,.1,.56,3.2,,10
192,진주,2015-04-03,17.5,6,5.8,2.2,73.1,7.8,2.98,16.78,,7.3
192,진주,2015-04-04,11.7,39,3.9,2,72.1,5.2,2.53,12.04,,
192,진주,2015-04-05,10.1,2,1.9,.9,95.1,0,.73,4.23,,
192,진주,2015-04-06,11.5,11,2.7,.7,96,.1,.65,3.76,,10
192,진주,2015-04-07,9.2,.1,3,1.3,77.3,0,.69,3.9,,10
192,진주,2015-04-08,8.9,,3.5,1.5,65.4,2.6,2.3,13.11,,8.8
192,진주,2015-04-09,10.2,,3.4,1.3,61.1,10.5,3.34,21.57,,6.5
192,진주,2015-04-10,11.3,,3.3,1.2,64,10.2,3.08,22.15,,2.5
192,진주,2015-04-11,11.4,,4.2,1.1,62.3,11.7,3.28,23.78,,
192,진주,2015-04-12,12.1,.1,3.8,1.5,50.1,5.1,2.64,15.03,,
192,진주,2015-04-13,9.7,14.5,3.6,2,88.8,0,.46,3.6,,10
192,진주,2015-04-14,9.2,13,5.2,1.6,73.6,10.8,3.12,20.34,,3.5
192,진주,2015-04-15,13,,8.2,2.4,57.6,10.7,3.18,23.53,,0
192,진주,2015-04-16,13.9,.1,5.7,2.2,52.6,8.1,2.67,16.6,,7.5
192,진주,2015-04-17,11.1,,4.7,1.4,43.9,12.1,3.3,25.01,,2
192,진주,2015-04-18,11.9,3,3.9,1.1,51.4,5.7,3.17,16.49,,
192,진주,2015-04-19,13.3,20,1.5,.5,98,.3,.27,1.79,,
192,진주,2015-04-20,12.7,22,2.5,.7,98,0,.2,1.2,,10
192,진주,2015-04-21,12.9,,3.2,1.1,67.8,9.1,3.32,23.46,,2.8
192,진주,2015-04-22,14.7,,5,1.3,50.9,11.5,3.29,23.09,,2.5
192,진주,2015-04-23,12.7,,3.2,1,54.8,8.8,2.77,19.41,,7.5
192,진주,2015-04-24,13.9,,3.4,1,61.3,10.5,2.65,20.55,,6.8
192,진주,2015-04-25,15.1,,4.1,1.1,47.4,12.5,3.35,26.21,,
192,진주,2015-04-26,16.3,,3.6,1,49.4,12.3,3.37,26.23,,
192,진주,2015-04-27,16.2,,3.5,1.1,50.3,12.1,3.23,24.53,,2.5
192,진주,2015-04-28,14.9,11.5,3.2,.7,75.8,1.7,2.36,8.05,,10
192,진주,2015-04-29,15,71.5,3.6,.7,87.1,.1,.29,1.39,,10
192,진주,2015-04-30,17.4,.1,3.4,1.1,74.3,7.4,3.14,19.04,,7.5
192,진주,2015-05-01,19.1,,2.9,1.1,68.8,10.4,3.26,24.13,,.3
192,진주,2015-05-02,18.3,.1,3.1,1,71.4,7,3.27,21.08,,
192,진주,2015-05-03,17,29.5,2.9,1,87.3,0,.36,2.68,,
192,진주,2015-05-04,18.2,,5.2,2,46.1,9.4,3.45,24.07,,2.8
192,진주,2015-05-05,13.6,,4.2,1.2,44.6,12.8,3.54,28.47,,
192,진주,2015-05-06,14.2,,3.2,1.1,59.1,4.5,2.41,17.1,,9
192,진주,2015-05-07,16.5,,4,1.1,59.3,12.4,3.36,26.36,,.3
192,진주,2015-05-08,17.3,,3.2,1.1,49,9.6,3.36,22.62,,4.8
192,진주,2015-05-09,17.8,1,3.4,1.2,64.4,8.7,2.98,21.61,,
192,진주,2015-05-10,16.6,,3.5,1.3,67.8,9.8,3.25,23.76,,
192,진주,2015-05-11,15.7,77,4,1.2,73.9,1.1,1.78,9.6,,9.7
192,진주,2015-05-12,16.8,6.5,7.3,2.8,60.3,9.2,3.44,21.33,,3
192,진주,2015-05-13,20.9,,7.6,3.5,38.9,12.9,3.39,27.57,,0
192,진주,2015-05-14,19.6,,4.4,1.8,67.4,5.6,2.32,15.03,,7
192,진주,2015-05-15,21,1,3.5,1.4,72.8,5.2,2.23,17.01,,9
192,진주,2015-05-16,18.9,.1,4.8,1.2,70.3,12.2,3.27,26.17,,
192,진주,2015-05-17,18,,3.4,1.1,48.3,10.1,3.31,22.78,,
192,진주,2015-05-18,14,8.5,2.3,.7,81.5,.1,.91,4.37,,10
192,진주,2015-05-19,18.2,,3.3,1.3,72.1,9.9,3.32,25.25,,2.3
192,진주,2015-05-20,18,,4.5,1.6,47.1,13,3.42,26.45,,1.8
192,진주,2015-05-21,18.4,,3.5,1.1,52.6,12.9,3.43,28.16,,2.5
192,진주,2015-05-22,20.1,,3.6,1.2,46.3,10.1,3.32,23.9,,4.8
192,진주,2015-05-23,18.7,,3.2,1,60.8,3.3,1.83,13.11,,
192,진주,2015-05-24,19.5,,3.3,1.1,55.5,13,3.34,24.38,,
192,진주,2015-05-25,20.3,,3.5,1,56.8,13,3.39,27.29,,
192,진주,2015-05-26,22.4,,3.5,1,48.1,13.3,3.31,27.58,,.5
192,진주,2015-05-27,21.6,,3.4,1,48.9,12.3,3.38,26.98,,2
192,진주,2015-05-28,21.2,,4.6,1.4,52.1,10.1,3.37,24.86,,2.8
192,진주,2015-05-29,21.7,0,3.3,1.1,52.1,12.8,3.38,27.58,,1.8
192,진주,2015-05-30,19,4,2.9,.7,78.6,2.2,1.57,9.49,,
192,진주,2015-05-31,20.4,,3.7,1.3,63.1,12.4,3.49,27.52,,
192,진주,2015-06-01,21.3,,3.3,1.2,61.4,12.4,3.45,26.59,,3.5
192,진주,2015-06-02,19.8,.4,2.5,.9,75.1,1.2,2.35,12.01,,9
192,진주,2015-06-03,22.8,,4.5,1.7,49,10.8,3.65,27.84,,1.5
192,진주,2015-06-04,20.6,,3.3,1.1,49.3,10.9,3.27,26.17,,3.8
192,진주,2015-06-05,15,7.5,3,1.1,77.3,3.1,1.67,7.97,,8
192,진주,2015-06-06,17.6,,3.7,1.2,67.4,10.9,3.2,25.56,,
192,진주,2015-06-07,18.7,,3,.9,66.8,8,2.98,21.69,,
192,진주,2015-06-08,18.1,2.5,1.6,.5,81.6,.6,1.03,6.15,,9.8
192,진주,2015-06-09,21,,2.8,1,72.5,9.4,2.92,21.89,,6
192,진주,2015-06-10,22.7,,3.6,1,64.1,12,2.91,23.35,,6.8
192,진주,2015-06-11,20.3,1,2.2,.8,79.5,.2,.61,4.38,,10
192,진주,2015-06-12,24.4,,4.4,2.1,59.3,12.1,3.22,25.77,,1
192,진주,2015-06-13,20.6,,3.8,1.2,75.5,1.4,1.8,12.49,,
192,진주,2015-06-14,21.2,1,3.4,1.2,76.6,9.2,3.13,20.62,,
192,진주,2015-06-15,22.3,,3.2,1.1,75.6,2.6,2.45,12.18,,9
192,진주,2015-06-16,22.8,0,3.6,1.1,73.5,7.6,2.63,18.15,,8.5
192,진주,2015-06-17,20,.5,2.7,1,79,.2,.41,3.02,,10
192,진주,2015-06-18,22.7,,4.1,1.8,61.3,9.7,2.5,19.82,,8.3
192,진주,2015-06-19,22.8,1.5,3.4,1.7,60.9,8.9,2.68,20.53,,5.3
192,진주,2015-06-20,19.8,7.5,3,1.2,81.3,.6,.93,7.5,,
192,진주,2015-06-21,20.3,8.5,2.8,.9,78.4,3,1.63,12.92,,
192,진주,2015-06-22,20.7,,3.7,1.1,75.9,7.7,2.78,18.33,,7.3
192,진주,2015-06-23,22.3,,3.6,1.1,71.3,10.2,2.88,22.06,,6
192,진주,2015-06-24,21.7,,2.3,.8,71.8,.7,1.84,11.62,,9
192,진주,2015-06-25,21.3,31,3.9,1.2,75.8,2.7,1.82,12.88,,8.8
192,진주,2015-06-26,22.9,12,3.8,1.2,75.6,3,3.22,13.64,,9
192,진주,2015-06-27,20.3,1.5,2.9,.9,83.3,.1,.89,5.81,,
192,진주,2015-06-28,22,,4.2,1.5,73,9.5,3.26,22.65,,
192,진주,2015-06-29,22.5,,3.2,1.3,66.8,5.7,3.29,20.01,,7.5
192,진주,2015-06-30,19.5,21,2.2,.8,83.4,.1,.69,4.4,,10
192,진주,2015-07-01,23,.1,4.8,1.3,66.8,12.6,3.28,25.52,,3.3
192,진주,2015-07-02,21.4,,3.1,1,65.6,12.4,3.21,23.49,,6.8
192,진주,2015-07-03,22.2,,2.2,.8,66.4,9.4,2.9,22.23,,7.3
192,진주,2015-07-04,20.1,,3.3,1,71.5,2.9,1.93,13.44,,
192,진주,2015-07-05,21.3,,3.1,1.1,71,10.7,2.73,21.47,,
192,진주,2015-07-06,21.3,,2.5,1,73.5,3.2,2.28,12.27,,8.3
192,진주,2015-07-07,18.6,19,2.6,.9,86.4,.1,.6,3.78,,10
192,진주,2015-07-08,19.9,49.5,1.5,.5,89.5,.2,.43,3.06,,10
192,진주,2015-07-09,21.9,22,2.4,.8,83.6,.1,1.17,6.34,,10
192,진주,2015-07-10,24.9,,3.2,1.3,72.3,8.4,3.44,23.9,,5.5
192,진주,2015-07-11,24.6,13.5,2.7,.8,81.5,3.3,2.35,12.3,,
192,진주,2015-07-12,23.8,70,6.4,3.1,84.9,.2,.27,1.68,,10
192,진주,2015-07-13,23.2,2.5,4.7,2.1,78.5,3,2.13,8.55,,
192,진주,2015-07-14,24.8,,3.6,1.6,73.6,8.5,3.11,22.82,,
192,진주,2015-07-15,24.6,13,6,1,78.8,4.6,2.86,15.81,,
192,진주,2015-07-16,23.5,,4.6,2.2,59.1,8.8,3,20.53,,
192,진주,2015-07-17,20,7.5,3.8,1.4,67.9,.2,1.09,6.71,,
192,진주,2015-07-18,22.5,,2.6,1,73.8,4.7,2.1,15.57,,
192,진주,2015-07-19,22.9,.4,2.6,.8,76.4,3.2,2.09,14.4,,
192,진주,2015-07-20,23.9,3.5,2.8,1,82.5,.1,.98,6.51,,
192,진주,2015-07-21,24.1,7,2.7,.9,86.1,.1,.99,7.22,,
192,진주,2015-07-22,24.9,.5,2.7,.9,82.9,2.7,1.65,11.14,,
192,진주,2015-07-23,25.4,11,3.7,1.3,83.6,2.9,1.93,10.9,,
192,진주,2015-07-24,25.3,1.5,3.5,1.7,83.8,.1,1.04,6.15,,
192,진주,2015-07-25,26,,3.6,1.6,76,9.8,3.01,20.34,,
192,진주,2015-07-26,26.7,,2.8,.8,72.6,10.8,3.25,26.3,,
192,진주,2015-07-27,27.4,.1,3.2,1.2,74.5,8.8,2.85,19.84,,
192,진주,2015-07-28,28.4,0,4,1.6,67.1,8.8,3.25,20.61,,
192,진주,2015-07-29,28.7,,3.4,1.6,73.1,9.9,3.17,21.51,,
192,진주,2015-07-30,28.1,,4,1.5,75.8,11.2,3.03,22.98,,
192,진주,2015-07-31,27.6,,3,1.1,74.5,9.3,3.14,21.14,,
192,진주,2015-08-01,27,,3.2,1.5,74,8.8,3.23,21.45,,
192,진주,2015-08-02,26.7,,3.7,1.5,77,8.8,3.08,21.33,,
192,진주,2015-08-03,27.5,,3.3,1.4,71.4,11.1,3.26,24.92,,
192,진주,2015-08-04,27.6,,3.6,1.7,69.8,12.7,3.31,26.46,,
192,진주,2015-08-05,28.1,,3.1,1.3,69.4,12.1,3.17,25.56,,
192,진주,2015-08-06,27.8,,2.8,1,68,9.8,3.3,23.72,,
192,진주,2015-08-07,28.2,,2.9,.9,66.5,12.2,3.14,23.95,,
192,진주,2015-08-08,28.2,,3.3,.9,69.3,10.4,2.91,20.34,,
192,진주,2015-08-09,27.8,,2.5,.9,69.6,9.1,3.26,22.75,,
192,진주,2015-08-10,27.3,,3.1,.9,65.6,6.3,2.6,18.04,,
192,진주,2015-08-11,23.5,18,2.4,1,77.4,.4,.94,5.48,,
192,진주,2015-08-12,21.5,9,3,1.1,84.1,0,.74,4.17,,
192,진주,2015-08-13,24.6,,2.5,.8,75.4,7.1,3.04,19.19,,
192,진주,2015-08-14,25.6,,2.4,1.1,68.6,10.4,3.25,23.56,,
192,진주,2015-08-15,25.4,,3,.9,71.4,11.8,3.04,22.87,,
192,진주,2015-08-16,24.5,1.5,2.2,.8,75,5.6,2.07,13.66,,
192,진주,2015-08-17,25.3,.2,2.7,1,70.3,9.9,2.85,19.52,,
192,진주,2015-08-18,23.9,,3,1,74.4,1.8,1.65,11.69,,
192,진주,2015-08-19,24.9,,2.8,.9,71.4,2.8,1.95,11.99,,
192,진주,2015-08-20,23.2,3,2.3,.8,83.3,0,.76,5.03,,
192,진주,2015-08-21,23,64,3.3,.9,80.5,4.1,2.01,10.24,,
192,진주,2015-08-22,24.1,0,1.9,.7,78.6,1.3,2.08,10.37,,
192,진주,2015-08-23,24.5,.1,1.9,.7,77.3,3,2.51,12.72,,
192,진주,2015-08-24,23.4,3,2.6,.9,79.8,.1,1.04,6.81,,
192,진주,2015-08-25,21.5,18.5,3.6,1.5,85.8,0,.61,3.92,,
192,진주,2015-08-26,23.7,.5,3.3,.9,70.6,10.8,3.03,23.11,,
192,진주,2015-08-27,23.4,,4,1.2,73.8,11,2.92,20.71,,
192,진주,2015-08-28,23.4,.5,2.9,.9,75.5,8.4,2.91,19.45,,
192,진주,2015-08-29,22.2,,2.5,.8,77.9,5.5,2.2,14.97,,
192,진주,2015-08-30,22.1,,2,.6,77.1,5.6,1.96,13.8,,
192,진주,2015-08-31,23.2,0,3.4,1,73.9,4.8,2.58,13.56,,
192,진주,2015-09-01,22.2,21,2.9,1.3,78.1,.4,1.16,7.01,,
192,진주,2015-09-02,22.6,24,3.1,.9,82.9,3.6,1.61,10.77,,
192,진주,2015-09-03,21.9,4.5,4.9,1,82.4,5.6,2.91,14.45,,
192,진주,2015-09-04,22.8,,3.4,1,73,10.5,2.93,21.54,,
192,진주,2015-09-05,21,33,3.9,.7,85.6,.5,1.61,6.04,,
192,진주,2015-09-06,20.4,18,3.1,1.7,76.6,2.8,2.26,9.43,,
192,진주,2015-09-07,20.8,,3.3,1.7,61.1,7.3,2.07,14.19,,
192,진주,2015-09-08,19.4,,4.5,1.8,59.8,12,2.82,22.14,,
192,진주,2015-09-09,20.6,,4.3,1.7,54.9,11.8,3.17,23.69,,
192,진주,2015-09-10,19.6,,2.5,.8,64.9,11.7,3.09,22.86,,
192,진주,2015-09-11,21.4,.1,2.9,1,71.9,9.8,3,20.32,,
192,진주,2015-09-12,19.9,2,2.9,.9,78.5,0,.76,4.42,,
192,진주,2015-09-13,18.3,,2.9,.9,65.6,11.7,3.09,22.79,,
192,진주,2015-09-14,17.9,,3.4,.9,66.4,10.7,2.93,19.2,,
192,진주,2015-09-15,18,,4,1.3,64.8,11.1,2.93,18.76,,
192,진주,2015-09-16,18.2,14.5,3.2,.9,73.4,4.2,2.41,11.44,,
192,진주,2015-09-17,19.8,1,4.2,1.9,69,4.2,2.54,13.42,,
192,진주,2015-09-18,20.6,,3.4,1.1,65.1,10.5,2.75,19.83,,
192,진주,2015-09-19,20.3,,2.4,.7,75,9.4,2.69,17.33,,
192,진주,2015-09-20,21.6,,2.3,.8,72.5,9.3,2.54,17.18,,
192,진주,2015-09-21,21.7,,3.1,1,72.4,10.7,2.92,20.17,,
192,진주,2015-09-22,19.5,,2.5,.8,74.4,10.2,2.75,18.98,,
192,진주,2015-09-23,17.2,17.5,1.5,.5,87,.4,.49,2.56,,
192,진주,2015-09-24,20.7,,3.6,1.4,76.6,1.7,1.96,8.63,,
192,진주,2015-09-25,20.5,,3.7,.9,74.1,4.4,2.13,12.79,,
192,진주,2015-09-26,20.4,,3.2,.7,72.8,7.8,2.64,16.62,,
192,진주,2015-09-27,19.5,,2.6,.7,72.6,10.5,2.84,18.33,,
192,진주,2015-09-28,20.2,,3.3,.9,66.1,8.7,2.85,18.11,,
192,진주,2015-09-29,21,,3.4,1.2,59.9,10.8,2.76,19.11,,
192,진주,2015-09-30,18.2,.5,2,.8,71.6,.2,.77,5.05,,
192,진주,2015-10-01,19,55,6.1,1.9,77.8,.4,.35,2.56,,
192,진주,2015-10-02,15.7,,5.9,1.6,48,10.8,2.92,20.65,,
192,진주,2015-10-03,16.2,,2.5,.7,73,9.4,2.68,17.33,,
192,진주,2015-10-04,17.6,,3.2,.9,64.5,8.1,2.74,16.85,,
192,진주,2015-10-05,16.5,,2.7,.7,65.6,8.5,2.74,17.68,,
192,진주,2015-10-06,16.3,,2.6,.6,68.9,10.7,2.69,18.53,,
192,진주,2015-10-07,16.2,,2.2,.6,69.3,8.4,2.66,16.54,,
192,진주,2015-10-08,15.8,,2.7,.6,73.8,5.7,2.61,13.19,,
192,진주,2015-10-09,15,,2.6,.7,68.4,7.5,2.69,15.63,,
192,진주,2015-10-10,14.6,2,5.2,1.5,67.3,9.2,2.65,16.16,,
192,진주,2015-10-11,14.3,,6,2.3,55.1,7.9,2.28,13.11,,
192,진주,2015-10-12,14.2,,5.1,1.8,58.4,9.8,2.74,17.7,,
192,진주,2015-10-13,13.1,,3.2,.9,68.8,10.4,2.68,17.95,,
192,진주,2015-10-14,13.9,,2.5,.7,67.3,10.8,2.69,18.14,,
192,진주,2015-10-15,15.4,,2.4,.6,70.9,9.8,2.55,15.49,,
192,진주,2015-10-16,15.5,,2.9,.7,74.5,9.7,2.43,15.68,,
192,진주,2015-10-17,15.6,,2.5,.7,71.5,10.5,2.54,16.87,,
192,진주,2015-10-18,15.1,,2.1,.5,69.4,10.5,2.55,16.83,,
192,진주,2015-10-19,15.8,,2.5,.6,70.8,10.1,2.42,15.51,,
192,진주,2015-10-20,16.6,,2.8,.6,70.6,9,2.12,13.12,,
192,진주,2015-10-21,16.6,,2.3,.5,76.6,8.2,2.15,13.3,,
192,진주,2015-10-22,16,,2.9,.8,76.8,5.6,1.92,10.78,,
192,진주,2015-10-23,16.8,,2.1,.7,71.4,7.2,2.25,13.48,,
192,진주,2015-10-24,15.7,,3,.8,75,7.1,2.16,12.61,,
192,진주,2015-10-25,14.2,,3.6,1.1,63.9,10,2.4,15.71,,
192,진주,2015-10-26,12.2,,3.5,.9,71.6,8.7,2.16,12.38,,
192,진주,2015-10-27,12.4,13,4.1,.9,77.1,4,2.18,6.95,,
192,진주,2015-10-28,10.7,,3.3,1,61.4,9.8,2.38,15.41,,
192,진주,2015-10-29,11.1,,4.4,1,68.4,9,2.1,11.85,,
192,진주,2015-10-30,9.6,,3.7,1.5,51,9.9,2.31,14.6,,
192,진주,2015-10-31,7.4,,3.3,1.3,49.1,10,2.4,15.78,,
192,진주,2015-11-01,6.9,.2,1.9,.7,66.8,.1,.92,4.86,,
192,진주,2015-11-02,9.2,,2.5,.7,70,8.1,2.19,13.12,,
192,진주,2015-11-03,10,,2.2,.6,70.1,7.9,2.3,13.96,,
192,진주,2015-11-04,10.4,,2.1,.5,73.3,9.7,2.26,14.37,,
192,진주,2015-11-05,13.6,,2.2,.6,70.1,9.2,2.15,13.63,,
192,진주,2015-11-06,13.5,3,3.2,.9,73.3,4.3,1.93,8.33,,
192,진주,2015-11-07,13.1,39.5,1.8,.5,90,.3,.15,.77,,
192,진주,2015-11-08,15,7.5,1.9,.3,91.3,.1,.34,1.5,,
192,진주,2015-11-09,14.7,.5,3.2,1,76.1,2.4,1.28,6.52,,
192,진주,2015-11-10,11.5,,2.6,.6,74.4,7.2,1.97,11.35,,
192,진주,2015-11-11,12.7,,3,.6,72.1,7.3,1.73,10.38,,
192,진주,2015-11-12,14.2,,3.8,1,66.5,6.3,1.82,8.52,,
192,진주,2015-11-13,11.3,31,2.6,.8,88.8,.1,.14,.82,,
192,진주,2015-11-14,14,1,1,.2,90,.1,.52,2.88,,
192,진주,2015-11-15,13.3,.1,2.4,.6,80.3,5.5,2.04,10.66,,
192,진주,2015-11-16,12.8,14.5,1.7,.5,87,.3,.83,2.54,,
192,진주,2015-11-17,15.2,0,2.4,.7,86.6,.5,.55,2.91,,
192,진주,2015-11-18,12.1,8,3.6,1.7,83.8,0,.56,2.43,,
192,진주,2015-11-19,11.5,.1,2.7,1.2,75.1,.4,1.12,5.03,,
192,진주,2015-11-20,12.3,.5,1.8,.6,78.1,7.7,1.6,9.83,,
192,진주,2015-11-21,9.3,1,2,.4,86.8,0,.4,1.86,,
192,진주,2015-11-22,12.1,,2.3,.6,81,3.3,1.59,6.78,,
192,진주,2015-11-23,11.5,.5,1.7,.4,87.4,0,.62,2.9,,
192,진주,2015-11-24,11.3,,3.5,1.4,68.5,7.2,1.93,10.77,,
192,진주,2015-11-25,7.8,2.5,2.1,1,76.6,1,.98,3.91,,
192,진주,2015-11-26,3.2,,6.6,2.2,57.5,7.7,2.06,10.07,,
192,진주,2015-11-27,3,,4.1,1.4,63.8,8,1.97,10.48,,
192,진주,2015-11-28,3.7,,1.7,.6,71.4,8.3,1.9,10.78,,
192,진주,2015-11-29,5.7,,2.1,.6,69.1,5.5,1.57,8.28,,
192,진주,2015-11-30,6.7,.5,2.6,.7,75,5.9,1.91,9.46,,
192,진주,2015-12-01,5.1,,1.7,.3,75.5,8.4,1.78,10.25,,
192,진주,2015-12-02,8.1,1,2.7,.6,75.6,.2,.82,3.12,,
192,진주,2015-12-03,4.5,0,7.3,3.5,51.4,7.3,1.6,9.14,,
192,진주,2015-12-04,3.9,,5.4,1.5,61,8.5,1.95,10.8,,
192,진주,2015-12-05,3.8,,1.8,.6,66.9,4.1,1.26,7.08,,
192,진주,2015-12-06,3.7,,1.3,.4,72.1,.5,.84,4.76,,
192,진주,2015-12-07,4.6,,2.1,.6,70.9,7,1.85,10.03,,
192,진주,2015-12-08,6.1,,3.4,.8,64.8,8.6,1.84,10.45,,
192,진주,2015-12-09,6.6,,1.6,.4,75.9,4.9,1.52,7.55,,
192,진주,2015-12-10,9.5,31.5,1.8,.4,88.9,0,.26,1.02,,
192,진주,2015-12-11,8.6,7,2.8,1,83.6,0,.47,2.32,,
192,진주,2015-12-12,5.6,,3.6,.7,72.1,8.6,1.86,10.74,,
192,진주,2015-12-13,7.3,,2.7,.7,70.1,6.1,1.82,9.09,,
192,진주,2015-12-14,7,3.5,1.1,.4,85.4,.1,.35,1.47,,
192,진주,2015-12-15,8,1,2.8,.7,71.4,1.9,1.23,4.79,,
192,진주,2015-12-16,2.7,,6.6,2.3,65,7.5,1.61,9.17,,
192,진주,2015-12-17,-.3,,5.1,2.1,43.3,8.6,1.98,11.6,,
192,진주,2015-12-18,-.4,,4.5,1.1,59.9,8.6,1.94,12.32,,
192,진주,2015-12-19,.8,,2.9,.7,69.8,8.6,1.86,10.96,,
192,진주,2015-12-20,2.1,2,1.8,.5,77.8,0,.4,2.13,,
192,진주,2015-12-21,5.6,1,3,.7,76.5,6.6,1.73,9.29,,
192,진주,2015-12-22,4.8,.4,2.8,.6,74,8,1.78,9.89,,
192,진주,2015-12-23,8,1.7,1.3,.5,86.1,0,.45,2.51,,
192,진주,2015-12-24,6.5,,3.8,.8,59.9,6.7,1.75,8.76,,
192,진주,2015-12-25,3.3,,5.3,1.7,34.9,8.6,1.99,11.53,,
192,진주,2015-12-26,3.4,,4.4,1.2,58,8,1.52,8.91,,
192,진주,2015-12-27,1.1,,2.9,.7,53.8,8.1,1.85,10.12,,
192,진주,2015-12-28,-1.1,,4.8,1.6,50.9,8.6,1.91,11.58,,
192,진주,2015-12-29,-1.1,,2.7,.7,54.8,8.6,1.86,12.17,,
192,진주,2015-12-30,-.2,,2.3,.6,58.6,8.5,1.89,11.61,,
192,진주,2015-12-31,2.1,0,4.8,1.2,59.1,8.4,1.67,9.93,,
192,진주,2016-01-01,-.1,,2.5,.6,69.4,8.6,1.8,10.63,,
192,진주,2016-01-02,1.8,,1.7,.5,76.3,5.4,1.41,7.02,,
192,진주,2016-01-03,4,,2.7,.5,77.4,6.5,1.75,8.64,,
192,진주,2016-01-04,4.8,,3.4,.7,64.8,6.6,1.78,9.25,,
192,진주,2016-01-05,.5,0,1.9,.5,70.6,1.1,.62,2.83,,
192,진주,2016-01-06,1.8,,3,.6,52.8,8.6,1.8,9.55,,
192,진주,2016-01-07,1,,2.7,.8,57.5,7.5,1.7,8.38,,
192,진주,2016-01-08,0,,3.5,.9,57.8,8.4,1.35,7.8,,
192,진주,2016-01-09,-.3,,3.3,.7,62.4,8.6,1.34,7.76,,
192,진주,2016-01-10,0,,2.8,.6,61.3,8.6,1.29,7.65,,
192,진주,2016-01-11,1.2,,3.5,.9,45,7.4,1.26,6.72,,
192,진주,2016-01-12,-.1,,3.7,1,33.6,8.7,1.39,8.41,,
192,진주,2016-01-13,-1.7,,5.2,1.2,59.6,8.3,1.39,8.35,,
192,진주,2016-01-14,-1.1,,3.6,.9,60.9,8,1.26,7.44,,
192,진주,2016-01-15,-.8,,3.3,.6,63,7.8,1.27,7.31,,
192,진주,2016-01-16,1.1,,2.2,.6,63.6,3.9,1.1,4.67,,
192,진주,2016-01-17,2.8,1.4,2.5,.7,71.1,0,.49,2.1,,
192,진주,2016-01-18,.7,,4.9,2.1,53,7.5,1.31,7.34,,
192,진주,2016-01-19,-3,,7.4,3.7,32,8.9,1.48,8.97,,
192,진주,2016-01-20,-3.8,,3.7,1.2,37.6,5.2,1.03,5.46,,
192,진주,2016-01-21,-2.1,,3.3,1.2,33.9,1.1,.76,4.31,,
192,진주,2016-01-22,-.9,,3.6,1.6,26.8,7.4,1.36,7.78,,
192,진주,2016-01-23,-3.8,,5.3,2.7,27.9,6.4,1.28,7.15,,
192,진주,2016-01-24,-8.3,.5,6.4,2.1,45.1,7.2,1.5,7.69,,
192,진주,2016-01-25,-5.3,,4.3,1,56.1,9.2,1.47,9.45,,
192,진주,2016-01-26,-3.2,,4.6,.9,60.6,9.1,1.43,8.53,,
192,진주,2016-01-27,-1.1,,3,.6,63.1,8,1.37,7.35,,
